letter,question,answer,difficulty
ت,"نظام تشفير يعتمد على مفتاحين مختلفين أحدهما عام والآخر خاص لضمان أمن الاتصالات؟","تشفير غير متماثل",متوسط
ت,"العملية الفسيولوجية التي تؤدي إلى زيادة حجم الألياف العضلية نتيجة لتمارين المقاومة؟","تضخم عضلي",متوسط
ت,"المبدأ الأساسي في رياضة بناء الأجسام والذي يعتمد على زيادة الوزن أو التكرارات بمرور الوقت؟","تحميل زائد تدريجي",متوسط
ت,"النادي الإنجليزي الذي يلعب في شمال لندن ويعتبر الغريم التقليدي والمنافس اللدود لنادي أرسنال؟","توتنهام هوتسبير",متوسط
ت,"وحدة قياس لسعة التخزين الرقمية تعادل 1024 جيجابايت؟","تيرابايت",متوسط
ت,"مفهوم اقتصادي يشير إلى قيمة أفضل بديل تم التخلي عنه عند اتخاذ قرار معين؟","تكلفة الفرصة البديلة",متوسط
ث,"ثغرة أمنية غير معروفة للشركة المطورة للبرنامج يتم استغلالها قبل إصدار أي تحديث أمني لها؟","ثغرة يوم الصفر",متوسط
ث,"فرع من فروع الفيزياء يدرس العلاقة بين الحرارة والطاقة والشغل الميكانيكي؟","ثرموديناميكا",متوسط
ث,"نوع من الثقوب السوداء يتواجد عادة في مراكز المجرات الكبرى وتفوق كتلته الشمس بملايين المرات؟","ثقب أسود فائق الكتلة",متوسط
ث,"الرئيس الأمريكي الذي حصل على جائزة نوبل للسلام لوساطته في إنهاء الحرب الروسية اليابانية؟","ثيودور روزفلت",متوسط
ث,"ثابت فيزيائي أساسي في ميكانيكا الكم يربط بين طاقة الفوتون وتردد موجته الكهرومغناطيسية؟","ثابت بلانك",متوسط
ج,"فرع الرياضيات الذي يهتم بدراسة الفضاءات الاتجاهية والتحويلات الخطية والمصفوفات؟","جبر خطي",متوسط
ج,"نظام أمني مصمم خصيصاً لحماية المواقع من الهجمات الشائعة مثل حقن قواعد البيانات ويعرف بـ WAF؟","جدار الحماية لتطبيقات الويب",متوسط
ج,"شركة تايوانية رائدة في صناعة اللوحات الأم وبطاقات الرسوميات لأجهزة الحاسوب؟","جيجابايت",متوسط
ج,"حمض أميني يلعب دوراً مهماً في جهاز المناعة واستشفاء العضلات بعد التمارين الشاقة؟","جلوتامين",متوسط
ج,"عالم إيطالي أثبت بدعم من التلسكوب أن الأرض تدور حول الشمس وحوكم بسبب ذلك؟","جاليليو جاليلي",متوسط
ج,"فرع من الجبر يستخدم في تصميم الدوائر الرقمية وعلوم الحاسوب وتقتصر قيمه على الصفر والواحد؟","جبر بوليني",متوسط
ح,"هجوم سيبراني يستهدف التطبيقات التي تعتمد على قواعد البيانات عن طريق إدخال أوامر استعلام خبيثة؟","حقن قواعد البيانات",متوسط
ح,"مجال تقني متطور يعتمد على مبادئ ميكانيكا الكم لإجراء حسابات معقدة بسرعات فائقة؟","حوسبة كمومية",متوسط
ح,"مركب كيميائي يتراكم في العضلات أثناء التمارين المكثفة ويسبب الشعور بالحرقة والإرهاق؟","حمض اللاكتيك",متوسط
ح,"المعركة التاريخية التي مهدت الطريق لاستعادة المسلمين لبيت المقدس بقيادة صلاح الدين الأيوبي؟","حطين",متوسط
ح,"برمجية خبيثة تتخفى داخل برنامج يبدو آمناً وشرعياً لخداع المستخدم واختراق جهازه؟","حصان طروادة",متوسط
خ,"طريقة فعالة للبحث عن عنصر معين في مصفوفة مرتبة عن طريق تقسيم النطاق إلى نصفين متكررين؟","خوارزمية البحث الثنائي",متوسط
خ,"جهاز أو برنامج يعمل كوسيط بين جهاز المستخدم والإنترنت لتصفية الطلبات أو إخفاء الهوية ويعرف بالبروكسي؟","خادم الوكيل",متوسط
خ,"خلايا غير متمايزة قادرة على التحول إلى أي نوع من الخلايا المتخصصة في جسم الإنسان؟","خلايا جذعية",متوسط
خ,"نقوش أرضية عملاقة غامضة في صحراء بيرو لا يمكن رؤيتها بوضوح إلا من الجو؟","خطوط نازكا",متوسط
خ,"دالة رياضية تقوم بتحويل بيانات ذات حجم متغير إلى سلسلة نصية مشفرة ذات حجم ثابت وتعرف بالهاش؟","خوارزمية التجزئة",متوسط
د,"مجموعة من واجهات برمجة التطبيقات طورتها مايكروسوفت لتسهيل المهام المتعلقة بالوسائط المتعددة والألعاب؟","ديركت إكس",متوسط
د,"أحد أقوى التمارين المركبة في رياضة رفع الأثقال يستهدف عضلات الظهر السفلية والفخذين؟","ديدليفت",متوسط
د,"هجوم سيبراني يهدف لتعطيل الخدمات عن طريق إغراق الخادم بحركة مرور بيانات وهمية مكثفة؟","ديدوس",متوسط
د,"ناقل عصبي كيميائي في الدماغ يلعب دوراً رئيسياً في نظام المكافأة والتحفيز والمتعة؟","دوبامين",متوسط
د,"مسلسل بريطاني تاريخي شهير يروي قصة عائلة أرستقراطية إنجليزية في أوائل القرن العشرين؟","داونتون آبي",متوسط
د,"ثغرة أمنية تتيح للمهاجم الوصول إلى ملفات وأدلة حساسة خارج المجلد الجذري لخادم الويب؟","ديركتوري ترافيرسال",متوسط
ذ,"ذاكرة صغيرة وسريعة جداً مدمجة في المعالج لتخزين البيانات والتعليمات الأكثر استخداماً ويعرف بالكاش؟","ذاكرة التخزين المؤقت",متوسط
ذ,"نوع من الأنظمة البرمجية القادرة على إنشاء نصوص أو صور أو أكواد جديدة بناءً على البيانات التي تدربت عليها؟","ذكاء اصطناعي توليدي",متوسط
ذ,"أصغر وحدة بناء في المادة وتتكون من نواة مركزية تدور حولها سحابة من الإلكترونات؟","ذرة",متوسط
ذ,"المعركة البحرية الفاصلة التي انتصر فيها الأسطول الإسلامي على الأسطول البيزنطي في عهد الخليفة عثمان بن عفان؟","ذات الصواري",متوسط
ذ,"تقنيات وتطبيقات تستخدم لتحليل بيانات المؤسسات وتوفير معلومات دقيقة لدعم اتخاذ القرارات الاستراتيجية؟","ذكاء الأعمال",متوسط
ر,"عائلة من المعالجات الدقيقة القوية والمتطورة التي تنتجها شركة إي إم دي لأجهزة الحواسيب؟","رايزن",متوسط
ر,"رياضة تعتمد على قوة الجزء العلوي من الجسم حيث يتنافس الرياضيون ذوو الإعاقة الحركية في تمرين البنش برس؟","رفع الأثقال البارالمبي",متوسط
ر,"عنصر كيميائي فلزي شديد التفاعل يشتعل تلقائياً في الهواء ويتفاعل بعنف مع الماء؟","روبيديوم",متوسط
ر,"النادي الإسباني العريق الذي يُعد الأكثر تتويجاً ببطولة دوري أبطال أوروبا في تاريخ كرة القدم؟","ريال مدريد",متوسط
ر,"جهاز شبكي يعمل في طبقة الشبكة ويقوم بتوجيه حزم البيانات بين شبكات الحاسوب المختلفة لاختيار أفضل مسار؟","راوتر",متوسط
ز,"عملية برمجية آلية تقوم بها محركات البحث لفهرسة صفحات الإنترنت وجمع المعلومات منها؟","زحف الويب",متوسط
ز,"اهتزازات أرضية عنيفة تحدث نتيجة لانزلاق أو تصادم الصفائح الصخرية في قشرة الأرض؟","زلازل تكتونية",متوسط
ز,"دولة إفريقية حبيسة عانت من تضخم اقتصادي مفرط وتضم أجزاء من شلالات فيكتوريا الشهيرة؟","زيمبابوي",متوسط
ز,"حجر كريم نفيس يتميز بلونه الأخضر الشفاف ويصنف كأحد أصلب المعادن في الطبيعة؟","زمرد",متوسط
ز,"الوقت المستغرق لانتقال حزمة بيانات من المصدر إلى الوجهة عبر الشبكة ويعرف بالبينج أو الكمون؟","زمن الوصول",متوسط
س,"قاعدة بيانات علائقية خفيفة الوزن ومدمجة لا تتطلب خادماً مستقلاً وتستخدم بكثرة في تطبيقات الهواتف الذكية؟","سكليت",متوسط
س,"تمرين مركب أساسي في بناء الأجسام يستهدف عضلات الساقين بشكل رئيسي ويعرف بتمرين القرفصاء؟","سكوات",متوسط
س,"المصطلح التقني الشائع الذي يطلق على الخادم أو الحاسوب المركزي الذي يوفر البيانات للأجهزة الأخرى عبر الشبكة؟","سيرفر",متوسط
س,"منطقة في ولاية كاليفورنيا الأمريكية تعتبر العاصمة العالمية للشركات التقنية ومراكز الابتكار؟","سيلكون فالي",متوسط
س,"الصحابي الجليل الذي أشار على النبي محمد صلى الله عليه وسلم بحفر الخندق لحماية المدينة من الأحزاب؟","سلمان الفارسي",متوسط
س,"ثغرة أمنية شائعة تتيح للمخترق حقن أكواد جافا سكريبت خبيثة في صفحات ويب يراها مستخدمون آخرون وتعرف بـ XSS؟","سكربتات عبر المواقع",متوسط
ش,"نظام ترميز قديم يستخدم النقاط والشرطات لنقل النصوص والرسائل عبر التلغراف أو الإشارات الضوئية؟","شفرة مورس",متوسط
ش,"جزء مخفي من الإنترنت لا يمكن الوصول إليه عبر محركات البحث التقليدية ويتطلب متصفحات خاصة مثل تور؟","شبكة مظلمة",متوسط
